autor_key,autor_id
OL8485147A,240
OL25149A,241
OL25855A,242
OL2832500A,243
OL3711235A,244
,245
OL28165A,246
OL6720423A,247
OL30765A,248
OL6601811A,249
OL22358A,250
OL1425186A,251
OL25149A,252
OL3481861A,253
OL2821271A,254
OL2772742A,255
OL4777673A,256
OL581482A,257
OL7603118A,258
OL892147A,259
OL19905A,260
OL6794337A,261
OL227752A,262
OL832299A,263
OL7607241A,264
OL34184A,265
OL7518544A,266
OL7614835A,267
OL2955916A,268
OL28577A,269
OL1472863A,270
OL293519A,271
OL221317A,272
OL8252558A,273
OL19981A,274
OL345358A,275
OL6857471A,276
OL2832500A,277
OL457365A,278
OL2980579A,279
OL26232A,280
OL9279356A,281
OL7608696A,282
OL19981A,283
OL6969680A,284
OL2812382A,285
OL39081A,286
OL7290155A,287
OL227123A,288
OL2812369A,289
OL22022A,290
,291
OL23527A,292
OL2821271A,293
OL3556481A,294
OL1708069A,295
OL7346988A,296
OL1556669A,297
OL7173504A,298
OL6616523A,299
OL7521757A,300
OL388700A,301
,302
OL554155A,303
OL6621478A,304
OL37503A,305
OL77089A,306
OL7086218A,307
OL687900A,308
OL1516305A,309
OL2660286A,310
OL7608432A,311
OL1608143A,312
OL7608694A,313
OL19981A,314
OL30765A,315
OL7836418A,316
OL10445867A,317
OL6776258A,318
OL216755A,319
OL772148A,320
OL2821271A,321
OL2821271A,322
OL2821271A,323
OL2821271A,324
OL2821271A,325
OL2030968A,326
OL7108238A,327
OL6864487A,328
OL19981A,329
OL530558A,330
OL7112305A,331
OL440715A,332
OL218844A,333
OL218844A,334
OL6936562A,335
OL7603130A,336
OL6352340A,337
OL32066A,338
OL39307A,339
OL1392722A,340
OL7607866A,341
OL15563817A,342
OL947198A,343
OL161167A,344
OL6737242A,345
OL2684549A,346
,347
OL551291A,348
OL6819981A,349
OL583603A,350
OL9767133A,351
OL10738928A,352
OL6946524A,353
OL234061A,354
OL2628615A,355
OL7097095A,356
OL1086206A,357
OL7414674A,358
OL367161A,359
OL2356805A,360
OL6964586A,361
OL7942100A,362
OL455073A,363
OL9795953A,364
OL6577620A,365
OL446842A,366
OL18053A,367
OL7037383A,368
OL15174694A,369
OL7603185A,370
OL7667241A,371
OL17851A,372
OL197515A,373
OL2631958A,374
OL7331247A,375
OL3258504A,376
OL10323361A,377
OL21594A,378
OL7520961A,379
OL8186761A,380
OL7290597A,381
OL1428917A,382
OL7731374A,383
OL6864487A,384
OL237114A,385
OL1393290A,386
OL21977A,387
OL7487458A,388
OL3152608A,389
OL7245615A,390
OL766555A,391
OL216402A,392
OL7406852A,393
OL7607667A,394
OL6776573A,395
OL4723243A,396
OL383901A,397
OL2632021A,398
OL416337A,399
OL5489179A,400
OL22132A,401
OL227412A,402
OL7290226A,403
OL7652152A,404
OL7367831A,405
OL7606448A,406
OL7535244A,407
OL7093600A,408
OL401235A,409
OL887984A,410
OL5148642A,411
OL7614645A,412
OL19603A,413
OL2824161A,414
OL7416705A,415
OL7939398A,416
OL19981A,417
OL7527082A,418
OL10172214A,419
OL860214A,420
OL440715A,421
OL196647A,422
OL3764422A,423
OL7378792A,424
OL9357538A,425
OL32966A,426
OL4420131A,427
OL2644885A,428
OL2626157A,429
OL2815014A,430
OL9279876A,431
OL7712418A,432
OL9358231A,433
,434
OL8654110A,435
OL3022041A,436
OL1437440A,437
OL393550A,438
OL8508587A,439
OL7390152A,440
OL28409A,441
,442
OL9416747A,443
OL9294925A,444
OL2976628A,445
OL7454572A,446
OL7290154A,447
OL2839167A,448
OL7068593A,449
OL5283562A,450
OL7512563A,451
OL24137A,452
OL422052A,453
OL1433006A,454
OL218350A,455
OL7608157A,456
OL6965041A,457
OL11846782A,458
OL579518A,459
OL6480806A,460
OL3121637A,461
OL2852474A,462
OL224425A,463
,464
OL7000392A,465
OL227752A,466
OL6200391A,467
OL762360A,468
OL443695A,469
OL117429A,470
OL7922247A,471
OL2628732A,472
OL20509A,473
OL7671976A,474
OL6704789A,475
OL39821A,476
OL6520053A,477
OL29479A,478
OL20735A,479
OL6850860A,480
OL433058A,481
OL25161A,482
OL317766A,483
OL2795732A,484
OL952264A,485
OL2702323A,486
OL3379613A,487
OL1485501A,488
OL6575427A,489
OL2678019A,490
OL539050A,491
OL2820504A,492
OL8338717A,493
OL6506545A,494
OL8082061A,495
OL20984A,496
,497
OL386091A,498
OL232548A,499
OL54037A,500
OL35839A,501
OL27349A,502
OL7290097A,503
OL34287A,504
OL7282782A,505
OL397402A,506
OL31358A,507
OL388652A,508
OL7539746A,509
OL8406513A,510
OL383159A,511
OL222155A,512
OL6789787A,513
OL391874A,514
OL597215A,515
OL7735226A,516
OL242220A,517
OL27358A,518
OL393398A,519
OL2850308A,520
OL7077484A,521
OL7608855A,522
OL2645460A,523
OL7454224A,524
OL422052A,525
OL5976952A,526
OL442995A,527
OL2652669A,528
OL227170A,529
OL341077A,530
OL1394441A,531
OL1437440A,532
OL3319143A,533
OL9870820A,534
OL6807570A,535
OL2007143A,536
OL7523734A,537
OL24137A,538
OL2571373A,539
OL26170A,540
OL1469137A,541
OL6792839A,542
OL21718A,543
OL6979295A,544
OL690438A,545
OL28296A,546
OL76675A,547
OL27695A,548
OL217344A,549
OL9149654A,550
OL2162882A,551
OL448584A,552
OL26320A,553
OL4416468A,554
OL23057A,555
OL236174A,556
OL1478799A,557
OL26320A,558
OL664192A,559
OL218844A,560
OL7145305A,561
,562
OL21594A,563
OL217344A,564
OL31574A,565
OL1478799A,566
OL197120A,567
OL239800A,568
OL107569A,569
OL1482136A,570
OL27695A,571
OL6595354A,572
OL1437440A,573
OL39307A,574
OL2980595A,575
OL239061A,576
,577
OL443429A,578
OL29023A,579
OL229268A,580
OL5046634A,581
OL466123A,582
OL2630880A,583
OL7235207A,584
OL18977A,585
OL2653706A,586
OL23767A,587
OL7437543A,588
OL5152012A,589
OL536433A,590
,591
OL7608391A,592
OL3171354A,593
OL229401A,594
OL2675573A,595
OL39329A,596
OL5046634A,597
OL6940666A,598
OL6510027A,599
OL5152012A,600
OL1425926A,601
OL1606245A,602
OL1426790A,603
OL6478124A,604
OL3379577A,605
OL2812369A,606
OL76437A,607
OL442995A,608
OL92956A,609
OL2032671A,610
OL75235A,611
OL2675425A,612
OL2204127A,613
OL1601925A,614
OL6783453A,615
OL7614528A,616
OL228969A,617
OL34328A,618
OL7358790A,619
OL6783453A,620
OL2630880A,621
OL28885A,622
OL23919A,623
OL1437440A,624
OL34221A,625
OL39821A,626
OL32780A,627
OL3392352A,628
OL2980597A,629
OL6706831A,630
OL39307A,631
OL2980595A,632
OL7375304A,633
OL18074A,634
OL1425869A,635
OL18977A,636
OL7607816A,637
OL5046634A,638
OL582987A,639
OL2835225A,640
OL228969A,641
OL234664A,642
OL234664A,643
OL234664A,644
OL2675296A,645
OL19981A,646
OL18112A,647
OL2702288A,648
OL497820A,649
OL7482130A,650
OL1394359A,651
OL161167A,652
OL20041A,653
OL6806298A,654
,655
OL7524304A,656
OL1157403A,657
OL146605A,658
OL23222A,659
OL1393290A,660
OL7591104A,661
OL531502A,662
OL7398975A,663
OL549972A,664
OL19981A,665
OL19981A,666
OL1394359A,667
OL19981A,668
OL26680A,669
OL18319A,670
OL2843353A,671
OL23919A,672
OL23919A,673
OL23919A,674
OL23919A,675
OL151749A,676
OL454925A,677
OL26745A,678
OL1437440A,679
OL63790A,680
OL1120447A,681
OL39872A,682
OL2702288A,683
OL32293A,684
OL1393290A,685
OL59188A,686
OL118077A,687
OL19597A,688
OL1392686A,689
OL535878A,690
OL19981A,691
OL26283A,692
OL24529A,693
OL1482402A,694
OL366346A,695
OL5118816A,696
OL393550A,697
OL234521A,698
OL387505A,699
OL7171917A,700
OL31574A,701
OL23919A,702
OL448217A,703
OL7599275A,704
OL237257A,705
OL1394624A,706
OL1391085A,707
OL1393290A,708
OL7292171A,709
OL7173144A,710
OL37117A,711
OL1388278A,712
OL3096157A,713
OL1393290A,714
OL2689878A,715
OL1398754A,716
OL7341477A,717
OL19981A,718
OL7106680A,719
OL23919A,720
OL53305A,721
OL7364499A,722
OL21718A,723
OL235524A,724
OL272947A,725
OL2624390A,726
OL223753A,727
OL2826952A,728
OL7531692A,729
OL20646A,730
OL2950778A,731
OL9144423A,732
OL30522A,733
OL2721991A,734
OL1391792A,735
OL2357206A,736
OL1514025A,737
OL1394624A,738
OL19482A,739
OL2879574A,740
OL2820596A,741
OL7413234A,742
OL540106A,743
OL1436339A,744
OL342307A,745
OL551291A,746
OL3379576A,747
OL841112A,748
OL221009A,749
OL1437759A,750
OL1414302A,751
OL1390877A,752
OL1435789A,753
OL709883A,754
OL2644885A,755
OL6758454A,756
OL1427597A,757
OL450295A,758
OL7237387A,759
OL39307A,760
OL23919A,761
OL22098A,762
OL686634A,763
OL540486A,764
OL2622837A,765
OL218949A,766
OL1425869A,767
OL1860607A,768
OL383719A,769
OL29809A,770
OL530475A,771
OL6941842A,772
OL35793A,773
OL2659584A,774
OL10087203A,775
OL3503714A,776
OL3503714A,777
OL33842A,778
OL39872A,779
OL458412A,780
OL5465670A,781
OL126562A,782
OL268666A,783
OL77081A,784
OL1392877A,785
OL39329A,786
OL7396100A,787
OL2804440A,788
OL7310588A,789
OL25788A,790
OL6941868A,791
OL20243A,792
OL7057060A,793
OL1394320A,794
OL2659584A,795
OL1398754A,796
OL6463778A,797
OL7469388A,798
OL21225A,799
OL21718A,800
OL9388A,801
OL21718A,802
OL30256A,803
OL7621609A,804
OL7607873A,805
OL2702374A,806
OL393550A,807
OL66700A,808
OL1656979A,809
OL70357A,810
OL2645050A,811
OL576943A,812
OL381568A,813
OL709883A,814
OL2623825A,815
OL19725A,816
OL7170902A,817
OL2032671A,818
OL762945A,819
OL28257A,820
OL20878A,821
OL3107167A,822
OL1389873A,823
OL29303A,824
OL24465A,825
OL7155900A,826
OL1393290A,827
OL7172738A,828
OL5033721A,829
OL221647A,830
OL27918A,831
OL7367423A,832
OL393550A,833
OL7326919A,834
OL2622837A,835
OL5046634A,836
OL9666984A,837
OL1433006A,838
OL2689875A,839
OL7363654A,840
OL1437440A,841
OL385661A,842
OL1385427A,843
OL7093600A,844
OL1437759A,845
OL22138A,846
OL1425963A,847
OL1391085A,848
OL79034A,849
OL31727A,850
OL274606A,851
OL222244A,852
OL24465A,853
OL1398754A,854
OL1386032A,855
OL1433006A,856
OL3279480A,857
OL7537527A,858
OL6787852A,859
OL108452A,860
OL7037383A,861
OL6726290A,862
OL23919A,863
OL1391085A,864
OL7852163A,865
OL1394624A,866
OL6644297A,867
OL1398754A,868
OL388135A,869
OL6811111A,870
OL1436339A,871
OL6776575A,872
OL1385579A,873
OL217115A,874
OL6545993A,875
OL6582814A,876
OL26363A,877
OL1394624A,878
,879
OL33536A,880
OL27695A,881
OL21718A,882
OL451020A,883
OL234664A,884
OL32722A,885
OL7599737A,886
OL14426293A,887
OL563165A,888
OL238796A,889
OL53305A,890
OL32383A,891
OL74457A,892
OL77081A,893
OL233814A,894
OL39485A,895
OL2645050A,896
OL11275986A,897
OL3047207A,898
OL7358064A,899
OL1437440A,900
OL7442713A,901
OL89930A,902
OL24999A,903
OL7597616A,904
OL10301555A,905
OL2822822A,906
OL2993116A,907
OL6508428A,908
OL11172941A,909
OL25788A,910
OL1436339A,911
OL8244863A,912
OL7325773A,913
OL3096157A,914
,915
OL1326611A,916
OL2015434A,917
OL1073905A,918
OL236174A,919
OL7663756A,920
OL53305A,921
OL1385539A,922
OL18404A,923
OL336504A,924
OL22105A,925
OL2830895A,926
OL40224A,927
OL7317905A,928
OL7415122A,929
OL7524019A,930
OL18404A,931
OL7171861A,932
OL589401A,933
OL7613361A,934
OL7527807A,935
OL13600982A,936
OL2701732A,937
OL250856A,938
OL994155A,939
OL5821010A,940
OL9160649A,941
OL4994097A,942
OL2702288A,943
OL14614076A,944
OL21218A,945
OL10434302A,946
OL6964763A,947
OL3022033A,948
OL2726134A,949
OL1423305A,950
OL21594A,951
OL77081A,952
OL1394865A,953
OL7527946A,954
OL68333A,955
OL7591104A,956
OL2993097A,957
OL35839A,958
OL1475013A,959
OL21491A,960
OL399021A,961
OL60573A,962
OL25788A,963
OL33881A,964
OL7777833A,965
OL3675689A,966
OL133986A,967
OL34184A,968
OL6992104A,969
OL335424A,970
OL24837A,971
OL7290291A,972
OL113362A,973
OL2631901A,974
OL1435480A,975
OL2864712A,976
,977
OL10389603A,978
OL1437440A,979
OL25342A,980
,981
OL7792200A,982
OL21594A,983
OL30835A,984
OL2570949A,985
OL6978220A,986
OL34184A,987
OL7636510A,988
OL3567775A,989
OL38952A,990
OL9573408A,991
OL279211A,992
OL2980584A,993
OL20157A,994
OL22098A,995
OL7423510A,996
OL7032059A,997
OL22258A,998
OL9388A,999
